title,doc_number,cust_ref,revision,discipline,class,subtype,source_sheet,discipline_inferred,score,top_weight,confidence,runner_up,runner_up_score
I/O LIST (WELL HEAD AREA) - Sy-96  WELL,6569-30-210-S1371-044-01,29-71-48-1665,,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,,8,5,high,CRS,0
I/O LIST (F&G) - Sy-96  WELL,6569-30-210-S1371-045-01,29-71-48-1690,,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,HSE,8,5,high,CRS,0
INSTRUMENT INDEX - Sy-99  WELL,6569-30-210-S1371-046-01,29-71-48-1641,,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,INST,3,3,medium,CRS,0
I/O LIST (WELL HEAD AREA) - Sy-99  WELL,6569-30-210-S1371-047-01,29-71-48-1666,,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,,8,5,high,CRS,0
I/O LIST (F&G) - Sy-99  WELL,6569-30-210-S1371-048-01,29-71-48-1691,,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,HSE,8,5,high,CRS,0
INSTRUMENT INDEX - PSy-104  WELL,6569-30-210-S1371-049-01,29-71-48-1642,,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,INST,3,3,medium,CRS,0
I/O LIST (WELL HEAD AREA) - PSy-104  WELL,6569-30-210-S1371-050-01,29-71-48-1667,,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,,8,5,high,CRS,0
I/O LIST (F&G) - PSy-104  WELL,6569-30-210-S1371-051-01,29-71-48-1692,,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,HSE,8,5,high,CRS,0
INSTRUMENT INDEX - PSy-101  WELL,6569-30-210-S1371-052-01,29-71-48-1643,,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,INST,3,3,medium,CRS,0
I/O LIST (WELL HEAD AREA) - PSy-101  WELL,6569-30-210-S1371-053-01,29-71-48-1668,,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,,8,5,high,CRS,0
I/O LIST (F&G) - PSy-101  WELL,6569-30-210-S1371-054-01,29-71-48-1693,,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,HSE,8,5,high,CRS,0
INSTRUMENT INDEX - Sy-95  WELL,6569-30-210-S1371-055-01,29-71-48-1644,,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,INST,3,3,medium,CRS,0
I/O LIST (WELL HEAD AREA) - Sy-95  WELL,6569-30-210-S1371-056-01,29-71-48-1669,,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,,8,5,high,CRS,0
I/O LIST (F&G) - Sy-95  WELL,6569-30-210-S1371-057-01,29-71-48-1694,,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,HSE,8,5,high,CRS,0
INSTRUMENT INDEX - Sy-103  WELL,6569-30-210-S1371-058-01,29-71-48-1645,,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,INST,3,3,medium,CRS,0
I/O LIST (WELL HEAD AREA) - Sy-103  WELL,6569-30-210-S1371-059-01,29-71-48-1670,,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,,8,5,high,CRS,0
I/O LIST (F&G) - Sy-103  WELL,6569-30-210-S1371-060-01,29-71-48-1695,,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,HSE,8,5,high,CRS,0
INSTRUMENT JUNCTION BOX SCHEDULE - SY-86  WELL,6569-30-210-S1378-001-01,29-71-48-1696,,INST,Drawings,Drawings,package b schdule.xls,INST,3,3,medium,Lists_MTOs_BOMs,2
INSTRUMENT CABLE SCHEDULE - SY-86  WELL,6569-30-210-S1378-002-01,29-71-48-1721,,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,INST,2,2,low,CRS,0
INSTRUMENT JUNCTION BOX SCHEDULE - SY-87  WELL,6569-30-210-S1378-003-01,29-71-48-1697,1,INST,Drawings,Drawings,package b schdule.xls,INST,3,3,medium,Lists_MTOs_BOMs,2
INSTRUMENT CABLE SCHEDULE - SY-87  WELL,6569-30-210-S1378-004-01,29-71-48-1722,1,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,INST,2,2,low,CRS,0
INSTRUMENT JUNCTION BOX SCHEDULE (SHAH AREA SY-093 WELL),6569-30-210-S1378-005-01,29-71-48-1698,1,INST,Drawings,Drawings,package b schdule.xls,INST,3,3,medium,Lists_MTOs_BOMs,2
INSTRUMENT CABLE SCHEDULE - Sy-93 WELL,6569-30-210-S1378-006-01,29-71-48-1723,A,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,INST,2,2,low,CRS,0
INSTRUMENT JUNCTION BOX SCHEDULE- SY-88  WELL,6569-30-210-S1378-007-01,29-71-48-1699,1,INST,Drawings,Drawings,package b schdule.xls,INST,3,3,medium,Lists_MTOs_BOMs,2
INSTRUMENT CABLE SCHEDULE (SHAH AREA SY-088 WELL),6569-30-210-S1378-008-01,29-71-48-1724,1,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,INST,2,2,low,CRS,0
INSTRUMENT JUNCTION BOX SCHEDULE - SY-89  WELL,6569-30-210-S1378-009-01,29-71-48-1700,1,INST,Drawings,Drawings,package b schdule.xls,INST,3,3,medium,Lists_MTOs_BOMs,2
INSTRUMENT CABLE SCHEDULE (SHAH AREA SY-089 WELL),6569-30-210-S1378-010-01,29-71-48-1725,1,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,INST,2,2,low,CRS,0
INSTRUMENT JUNCTION BOX SCHEDULE - SY-90  WELL,6569-30-210-S1378-011-01,29-71-48-1701,1,INST,Drawings,Drawings,package b schdule.xls,INST,3,3,medium,Lists_MTOs_BOMs,2
INSTRUMENT CABLE SCHEDULE (SHAH AREA SY-090 WELL),6569-30-210-S1378-012-01,29-71-48-1726,1,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,INST,2,2,low,CRS,0
INSTRUMENT JUNCTION BOX SCHEDULE - SY-91  WELL,6569-30-210-S1378-013-01,29-71-48-1702,A,INST,Drawings,Drawings,package b schdule.xls,INST,3,3,medium,Lists_MTOs_BOMs,2
INSTRUMENT CABLE SCHEDULE - SY-91  WELL,6569-30-210-S1378-014-01,29-71-48-1727,A,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,INST,2,2,low,CRS,0
INSTRUMENT JUNCTION BOX SCHEDULE (SHAH AREA SY-107 WELL),6569-30-210-S1378-015-01,29-71-48-1703,1,INST,Drawings,Drawings,package b schdule.xls,INST,3,3,medium,Lists_MTOs_BOMs,2
INSTRUMENT CABLE SCHEDULE (SHAH AREA SY-107 WELL),6569-30-210-S1378-016-01,29-71-48-1728,A,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,INST,2,2,low,CRS,0
INSTRUMENT JUNCTION BOX SCHEDULE  - SY-85  WELL,6569-30-210-S1378-017-01,29-71-48-1704,1,INST,Drawings,Drawings,package b schdule.xls,INST,3,3,medium,Lists_MTOs_BOMs,2
INSTRUMENT CABLE SCHEDULE (SHAH AREA SY-085 WELL),6569-30-210-S1378-018-01,29-71-48-1729,1,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,INST,2,2,low,CRS,0
INSTRUMENT JUNCTION BOX SCHEDULE (SHAH AREA SY-102 WELL),6569-30-210-S1378-019-01,29-71-48-1705,1,INST,Drawings,Drawings,package b schdule.xls,INST,3,3,medium,Lists_MTOs_BOMs,2
INSTRUMENT CABLE SCHEDULE - Sy-102  WELL,6569-30-210-S1378-020-01,29-71-48-1730,A,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,INST,2,2,low,CRS,0
INSTRUMENT JUNCTION BOX SCHEDULE (SHAH AREA SY-105 WELL),6569-30-210-S1378-021-01,29-71-48-1706,1,INST,Drawings,Drawings,package b schdule.xls,INST,3,3,medium,Lists_MTOs_BOMs,2
INSTRUMENT CABLE SCHEDULE - Sy-105  WELL,6569-30-210-S1378-022-01,29-71-48-1731,A,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,INST,2,2,low,CRS,0
INSTRUMENT JUNCTION BOX SCHEDULE - Sy-94  WELL,6569-30-210-S1378-023-01,29-71-48-1707,A,INST,Drawings,Drawings,package b schdule.xls,INST,3,3,medium,Lists_MTOs_BOMs,2
INSTRUMENT CABLE SCHEDULE - Sy-94  WELL,6569-30-210-S1378-024-01,29-71-48-1732,A,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,INST,2,2,low,CRS,0
INSTRUMENT JUNCTION BOX SCHEDULE (SHAH AREA SY-100 WELL),6569-30-210-S1378-025-01,29-71-48-1708,1,INST,Drawings,Drawings,package b schdule.xls,INST,3,3,medium,Lists_MTOs_BOMs,2
INSTRUMENT CABLE SCHEDULE (SHAH AREA SY-100 WELL),6569-30-210-S1378-026-01,29-71-48-1733,1,INST,Documents,Lists_MTOs_BOMs,package b schdule.xls,INST,2,2,low,CRS,0
