document_id,entity_id,document_no,doc_type,status,description,date_modified,modified_by,category,discipline_id,title,rev,reference_link,volume,book,customer_ref,doc_source,parent_discipline_id,type,entity_source,hash,metadata,extracted_at,extractor_version,last_updated_at,updated_by,rfp_id,toc_json
,,16-01-90-1026,document,IFD,,,,,,3D CAD MODELING & 2D EXTRACTION PROCEDURES,1,,11,3 of 3,,sahild Phase 2 feed.xlsx,,PRO,,,,,,,,,
,,16-01-91-0815,document,IFI,,,,,,60% MODEL REVIEW REPORT,1,,11,3 of 3,,sahild Phase 2 feed.xlsx,,REP,,,,,,,,,
,,16-01-91-1025,document,IFD,,,,,,3D MODEL EXECUTION PHILOSOPHY,2,,11,3 of 3,,sahild Phase 2 feed.xlsx,,PHL,,,,,,,,,
,,16-01-91-1026,document,IFI,,,,,,90% MODEL REVIEW REPORT,1,,11,3 of 3,,sahild Phase 2 feed.xlsx,,REP,,,,,,,,,
,,16-01-91-1027,document,IFI,,,,,,60%  MODEL REVIEW CLOSE OUT REPORT,1,,11,3 of 3,,sahild Phase 2 feed.xlsx,,REP,,,,,,,,,
,,16-01-91-1029,document,IFI,,,,,,90%  MODEL REVIEW CLOSE OUT REPORT,1,,11,3 of 3,,sahild Phase 2 feed.xlsx,,REP,,,,,,,,,
,,16-78-12-0601,document,IFD,,,,,,SPECIFICATION FOR GRE PIPELINE & FITTINGS,1,,12,,,sahild Phase 2 feed.xlsx,,SPC,,,,,,,,,
,,16-78-19-0602,document,IFD,,,,,,SCOPE OF WORK FOR GRE VENDORS FOR DETAIL DESIGN & EXECUTION,1,,12,,,sahild Phase 2 feed.xlsx,,SOW,,,,,,,,,
,,16-78-22-0601,drawing,IFD,,,,,,"SITE LAYOUT - 6"" PROPOSED WATER DISPOSAL FLOW LINE FROM SHAIL CDS TO NEW WATER DISPOSAL WELL (Sa 247)",1,,12,,,sahild Phase 2 feed.xlsx,,DWG,,,,,,,,,
,,16-78-22-0602,drawing,IFD,,,,,,"PIPELINE ALIGNMENT SHEET 6"" WATER DISPOSAL PIPELINE (SAHIL CDS TO Sa-247) (CH. KM 0+000 TO 0+592.4)",1,,12,,,sahild Phase 2 feed.xlsx,,DWG,,,,,,,,,
,,16-78-23-0601,document,IFD,,,,,,MATERIAL REQUISITION FOR GRE PIPES & FITTINGS,1,,12,,,sahild Phase 2 feed.xlsx,,REQ,,,,,,,,,
,,16-01-01-1136,document,IFD,,,,,,HAZARDOUS AREA CLASSIFICATION SCHEDULE,2,,13,,,sahild Phase 2 feed.xlsx,,LST,,,,,,,,,
,,16-01-01-1138,drawing,IFD,,,,,,HAZARDOUS AREA CLASSIFICATION LAYOUT - SAHIL CDS (2 SHEETS),1,,13,,,sahild Phase 2 feed.xlsx,,DHZ,,,,,,,,,
,,16-01-42-1134,drawing,IFD,,,,,,FIRE & GAS SYSTEM CAUSE AND EFFECT DIAGRAM,1,,13,,,sahild Phase 2 feed.xlsx,,DCE,,,,,,,,,
,,16-01-45-1133-0001,drawing,IFD,,,,,,F&G DETECTORS LOCATION LAYOUT SAHIL CDS,2,,13,,,sahild Phase 2 feed.xlsx,,DAL,,,,,,,,,
,,16-01-45-1133-0002,drawing,IFD,,,,,,F&G DETECTORS LOCATION LAYOUT SAHIL CDS,2,,13,,,sahild Phase 2 feed.xlsx,,DAL,,,,,,,,,
,,16-01-88-1132,drawing,IFD,,,,,,FIRE FIGHTING & SAFETY EQUIPMENT LAYOUT  - SAHIL CDS (2 SHEETS),1,,13,,,sahild Phase 2 feed.xlsx,,DAL,,,,,,,,,
,,16-01-88-1135,drawing,IFD,,,,,,ESCAPE ROUTE & SAFETY EQUIPMENT LAYOUT  - SAHIL CDS (2 SHEETS),1,,13,,,sahild Phase 2 feed.xlsx,,DAL,,,,,,,,,
,,16-01-88-1137,drawing,IFD,,,,,,SAFETY SIGNS LAYOUT - SAHIL CDS (2 SHEETS),1,,13,,,sahild Phase 2 feed.xlsx,,DAL,,,,,,,,,
,,16-01-88-1139,drawing,IFD,,,,,,FIRE PROOFING ZONES LAYOUT  - SAHIL CDS,1,,13,,,sahild Phase 2 feed.xlsx,,DAL,,,,,,,,,
,,16-99-84-1130,document,IFD,,,,,,"FIRE FIGHTING & SAFETY EQUIPMENTS, SAFETY SIGNS SPECIFICATION",1,,13,,,sahild Phase 2 feed.xlsx,,SPC,,,,,,,,,
,,16-99-85-1131,document,IFD,,,,,,"FIRE FIGHTING & SAFETY EQUIPMENTS, SAFETY SIGNS DATA SHEET",1,,13,,,sahild Phase 2 feed.xlsx,,DAS,,,,,,,,,
,,16-99-91-1121,document,IFD,,,,,,HSE PLAN,2,,13,,,sahild Phase 2 feed.xlsx,,PLN,,,,,,,,,
,,16-99-91-1122,document,IFD,,,,,,HSE PHILOSOPHY,2,,13,,,sahild Phase 2 feed.xlsx,,PHL,,,,,,,,,
,,16-99-91-1128,document,IFU,,,,,,HAZARD & EFFECT REGISTER,1,,13,,,sahild Phase 2 feed.xlsx,,REP,,,,,,,,,
,,16-99-91-1129,document,IFU,,,,,,HSE ACTION TRACKING REGISTER,1,,13,,,sahild Phase 2 feed.xlsx,,REG,,,,,,,,,
,,16-99-91-1141,document,IFU,,,,,,FIRE SAFETY ASSESSMENT STUDY REPORT,2,,13,,,sahild Phase 2 feed.xlsx,,REP,,,,,,,,,
,,16-99-97-1123,document,IFU,,,,,,HAZID REPORT,1,,13,,,sahild Phase 2 feed.xlsx,,REP,,,,,,,,,
,,16-99-97-1124,document,IFU,,,,,,HAZID CLOSE OUT REPORT,1,,13,,,sahild Phase 2 feed.xlsx,,REP,,,,,,,,,
,,16-99-97-1125,document,IFU,,,,,,HAZOP REPORT,1,,13,,,sahild Phase 2 feed.xlsx,,REP,,,,,,,,,
,,16-99-97-1126,document,IFU,,,,,,HAZOP CLOSE OUT REPORT,1,,13,,,sahild Phase 2 feed.xlsx,,REP,,,,,,,,,
,,16-99-97-1127,document,IFI,,,,,,PHSER CLOSE OUT REPORT,1,,13,,,sahild Phase 2 feed.xlsx,,REP,,,,,,,,,
,,16-99-97-1140,document,IFU,,,,,,PHSER - II  REVIEW REPORT,1,,13,,,sahild Phase 2 feed.xlsx,,REP,,,,,,,,,
,,16-99-97-1141,document,IFU,,,,,,SIMOPS WORKSHOP REPORT,1,,13,,,sahild Phase 2 feed.xlsx,,REP,,,,,,,,,
,,16-99-97-1142,document,IFU,,,,,,CONSTRUCTABILITY REVIEW REPORT,1,,13,,,sahild Phase 2 feed.xlsx,,REP,,,,,,,,,
,,16-01-76-0602,drawing,IFD,,,,,,"DETAILS FOR CULVERT, TYPICAL CABLE TRENCH & DUCT BANK - SAHIL CDS",2,,14,,,sahild Phase 2 feed.xlsx,,DWG,,,,,,,,,
,,16-01-76-0603,drawing,IFD,,,,,,FOUNDATION FOR PRODUCED WATER TANK T-2403 - SAHIL CDS,1,,14,,,sahild Phase 2 feed.xlsx,,DWG,,,,,,,,,
,,16-01-76-0604,drawing,IFD,,,,,,FOUNDATION FOR PUMPS P-2407/2408 & SHELTER LAYOUT & DETAILS -  SAHIL CDS,1,,14,,,sahild Phase 2 feed.xlsx,,DAL,,,,,,,,,
,,16-01-76-0605-0001,drawing,IFD,,,,,,SHELTER FOR PUMPS P-2407/2408 STEEL STRUCTURE PLAN AND BASE PLATE DETAILS - SAHIL CDS,1,,14,,,sahild Phase 2 feed.xlsx,,DAL,,,,,,,,,
,,16-01-76-0605-0002,drawing,IFD,,,,,,SHELTER FOR PUMPS P-2407/2408 STEEL STRUCTURE ELEVATION - SAHIL CDS,1,,14,,,sahild Phase 2 feed.xlsx,,DAL,,,,,,,,,
,,16-01-76-0605-0003,drawing,IFD,,,,,,SHELTER FOR PUMPS P-2407/2408 STEEL STRUCTURE DETAILS - SAHIL CDS,1,,14,,,sahild Phase 2 feed.xlsx,,DAL,,,,,,,,,
,,16-01-76-0605-0004,drawing,IFD,,,,,,SHELTER FOR PUMPS P-2407/2408 STEEL STRUCTURE DETAILS - SAHIL CDS,1,,14,,,sahild Phase 2 feed.xlsx,,DAL,,,,,,,,,
,,16-01-76-0606,drawing,IFD,,,,,,SHELTER FOR PUMPS P-2407/2408 FOUNDATION DETAILS - SAHIL CDS,1,,14,,,sahild Phase 2 feed.xlsx,,DAL,,,,,,,,,
,,16-01-76-0607,drawing,IFD,,,,,,PIPE RACK - 01 & 02 FOUNDATION LAYOUT & DTAILS - SAHIL CDS,1,,14,,,sahild Phase 2 feed.xlsx,,DAL,,,,,,,,,
,,16-01-76-0608-0001,drawing,IFD,,,,,,PIPE RACK - 01 STEEL STRUCTURE PLANS AND BASE PLATE DETAIL - SAHIL CDS,1,,14,,,sahild Phase 2 feed.xlsx,,DAL,,,,,,,,,
,,16-01-76-0608-0002,drawing,IFD,,,,,,PIPE RACK - 02 STEEL STRUCTURE PLANS AND BASE PLATE DETAIL - SAHIL CDS,1,,14,,,sahild Phase 2 feed.xlsx,,DAL,,,,,,,,,
,,16-01-76-0609-0001,drawing,IFD,,,,,,PIPE RACK - 01 STEEL STRUCTURE ELEVATION AND DETAILS - SAHIL CDS,1,,14,,,sahild Phase 2 feed.xlsx,,DAL,,,,,,,,,
,,16-01-76-0609-0002,drawing,IFD,,,,,,PIPE RACK - 02 STEEL STRUCTURE ELEVATION AND DETAILS - SAHIL CDS,1,,14,,,sahild Phase 2 feed.xlsx,,DAL,,,,,,,,,
,,16-01-76-0609-0003,drawing,IFD,,,,,,PIPE RACK - 02 STAIRCASE DETAILS - SAHIL CDS,1,,14,,,sahild Phase 2 feed.xlsx,,DAL,,,,,,,,,
,,16-01-76-0609-0004,drawing,IFD,,,,,,TYPICAL PIPE SUPPORT & SLEEPER FOUNDATION DETAILS & LAYOUT - SAHIL CDS,2,,14,,,sahild Phase 2 feed.xlsx,,DWG,,,,,,,,,
,,16-01-76-0622,drawing,IFD,,,,,,PIPE SUPPORT FOUNDATION AND STRUCTURAL DETAILS - SAHIL CDS,1,,14,,,sahild Phase 2 feed.xlsx,,DWG,,,,,,,,,
,,16-01-76-0623,drawing,IFD,,,,,,FOUNDATION LAYOUT & DETAILS MPFM AREA - SAHIL CDS,1,,14,,,sahild Phase 2 feed.xlsx,,DWG,,,,,,,,,
,,16-01-76-0624,drawing,IFD,,,,,,STRUCUTRAL STEEL PLAN AND ELEVATION MPFM AREA - SAHIL CDS,1,,14,,,sahild Phase 2 feed.xlsx,,DWG,,,,,,,,,
,,16-01-77-0601,document,IFD,,,,,,BILL OF QUANTITIES – CIVIL & STRUCTURAL,2,,14,,,sahild Phase 2 feed.xlsx,,BOM,,,,,,,,,
,,16-01-79-0601-0001,drawing,IFD,,,,,,CIVIL GENERAL ARRANGEMENT LAYOUT AREA 'C' - SAHIL CDS,1,,14,,,sahild Phase 2 feed.xlsx,,DAL,,,,,,,,,
,,16-01-79-0601-0002,drawing,IFD,,,,,,CIVIL GENERAL ARRANGEMENT LAYOUT AREA 'D' - SAHIL CDS,1,,14,,,sahild Phase 2 feed.xlsx,,DAL,,,,,,,,,
,,16-01-79-0601-0003,drawing,IFD,,,,,,CIVIL GENERAL ARRANGEMENT LAYOUT AREA 'F' - SAHIL CDS,2,,14,,,sahild Phase 2 feed.xlsx,,DAL,,,,,,,,,
,,16-01-79-0601-0004,drawing,IFD,,,,,,CIVIL GENERAL ARRANGEMENT LAYOUT AREA 'V' - SAHIL CDS,1,,14,,,sahild Phase 2 feed.xlsx,,DAL,,,,,,,,,
,,16-01-79-0601-0005,drawing,IFD,,,,,,CIVIL GENERAL ARRANGEMENT LAYOUT AREA 'X' - SAHIL CDS,1,,14,,,sahild Phase 2 feed.xlsx,,DAL,,,,,,,,,
,,16-01-79-0601-0006,drawing,IFD,,,,,,CIVIL GENERAL ARRANGEMENT LAYOUT AREA 'Y' - SAHIL CDS,1,,14,,,sahild Phase 2 feed.xlsx,,DAL,,,,,,,,,
,,16-01-83-0601,document,IFD,,,,,,PRODUCED WATER TANK FOUNDATION CACULATION - T2403,1,,14,,,sahild Phase 2 feed.xlsx,,CAL,,,,,,,,,
,,16-01-83-0602,document,IFD,,,,,,CIVIL AND STRUCTURAL CALCULATION NOTE FOR PUMP SHELTER AND PUMP FOUNDATION (P-2407 AND P2408),1,,14,,,sahild Phase 2 feed.xlsx,,CAL,,,,,,,,,
,,16-01-83-0611,document,IFD,,,,,,"CIVIL AND STRUCTURAL CALCULATION NOTE FOR PIPERACK-01 & 02, SLEEPER & PIPE SUPPORTS",1,,14,,,sahild Phase 2 feed.xlsx,,CAL,,,,,,,,,
,,16-71-76-0601-0001,drawing,IFD,,,,,,WATER DISPOSAL WELL FOUNDATION LAYOUT & STRUCTURAL STEEL DETAILS Sa-247,2,,14,,,sahild Phase 2 feed.xlsx,,DAL,,,,,,,,,
,,16-71-76-0601-0002,drawing,IFD,,,,,,WATER DISPOSAL WELL FOUNDATION LAYOUT & DETAILS  Sa-247,2,,14,,,sahild Phase 2 feed.xlsx,,DAL,,,,,,,,,
